Unnamed: 0,Name,Album,Artist,Language,Media_URL,Media_Image
14,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,English,https://aac.saavncdn.com/852/d6f1f5c6ec4a16c1f77172cec08ce3ef_320.mp4,https://c.saavncdn.com/852/Planet-Her-English-2021-20230921232131-500x500.jpg
15,Beggin',Chosen,Måneskin,English,https://aac.saavncdn.com/755/84402d602d5953eb152582c17a4aa3bf_320.mp4,https://c.saavncdn.com/755/Chosen-English-2017-20171204141141-500x500.jpg
16,deja vu,SOUR,Olivia Rodrigo,English,https://aac.saavncdn.com/443/fd26aeae9a58cc10528ad9fa7fb8276d_320.mp4,https://c.saavncdn.com/443/SOUR-English-2021-20210622205946-500x500.jpg
17,Butter,"Butter (Hotter, Sweeter, Cooler)",BTS,English,https://aac.saavncdn.com/739/6a234eec94ee2f8e6aef5a9f0326d15e_320.mp4,https://c.saavncdn.com/739/Butter-Permission-to-Dance-English-2021-20220513200931-500x500.jpg
18,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,English,https://aac.saavncdn.com/651/1961c02c707b866858ce1db3ce304d5c_320.mp4,https://c.saavncdn.com/651/Levitating-feat-DaBaby-English-2020-20231110075141-500x500.jpg
19,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,English,https://aac.saavncdn.com/983/01100b84f61ca8b3a0432f12c564be8e_320.mp4,https://c.saavncdn.com/983/Justice-English-2021-20210325102906-500x500.jpg
20,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Måneskin,English,https://aac.saavncdn.com/819/405bd273ecdd36cd63473e0f4353fa94_320.mp4,https://c.saavncdn.com/819/Teatro-d-ira-Vol-I-Italian-2021-20210618200118-500x500.jpg
21,traitor,SOUR,Olivia Rodrigo,English,https://aac.saavncdn.com/443/f84411438cc5a5adb7bdd6c09ae8d5f8_320.mp4,https://c.saavncdn.com/443/SOUR-English-2021-20210622205946-500x500.jpg
22,Qué Más Pues?,Qué Más Pues?,J Balvin,English,https://aac.saavncdn.com/776/e4ddc12c5ffbe445bcb627aac7dadbef_320.mp4,https://c.saavncdn.com/776/Sue-os-English-2019-20190412235347-500x500.jpg
23,happier,SOUR,Olivia Rodrigo,English,https://aac.saavncdn.com/443/28285d1a644c20534c8eff4399b59dd8_320.mp4,https://c.saavncdn.com/443/SOUR-English-2021-20210622205946-500x500.jpg
24,Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix),The Weeknd,English,https://aac.saavncdn.com/077/22cea5dc056658904863771ce0efaed9_320.mp4,https://c.saavncdn.com/077/After-Hours-English-2020-20200320041958-500x500.jpg
25,drivers license,SOUR,Olivia Rodrigo,English,https://aac.saavncdn.com/443/2db4a8ddb98f0d1a4390ce2b6e7a05f6_320.mp4,https://c.saavncdn.com/443/SOUR-English-2021-20210622205946-500x500.jpg
26,Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,English,https://aac.saavncdn.com/102/d70e1694c2482552c8842676c0aebf11_320.mp4,https://c.saavncdn.com/102/Astronaut-In-The-Ocean-English-2021-20210825045729-500x500.jpg
27,Leave The Door Open,Leave The Door Open,Bruno Mars,English,https://aac.saavncdn.com/585/dfeae83665f6b611759056eada62f8c8_320.mp4,https://c.saavncdn.com/585/An-Evening-With-Silk-Sonic-English-2021-20220303200515-500x500.jpg
28,favorite crime,SOUR,Olivia Rodrigo,English,https://aac.saavncdn.com/443/a9d35c1d11df04627a1a62ef6bb66cb3_320.mp4,https://c.saavncdn.com/443/SOUR-English-2021-20210622205946-500x500.jpg
29,RAPSTAR,Hall of Fame,Polo G,English,https://aac.saavncdn.com/075/4e61551885780d6f55693b8fffdbd14f_320.mp4,https://c.saavncdn.com/075/Hall-of-Fame-2-0-English-2021-20211130051048-500x500.jpg
30,Pareja Del Año,Pareja Del Año,Sebastian Yatra,English,https://aac.saavncdn.com/928/0d01c9cb2d6ccd9b22df576dd0679736_320.mp4,https://c.saavncdn.com/928/Pareja-Del-A-o-Spanish-2021-20210415053438-500x500.jpg
31,Build a Bitch,Build a Bitch,Bella Poarch,English,https://aac.saavncdn.com/588/23c4544ba98fdae2e78dd5a28b31fae4_320.mp4,https://c.saavncdn.com/588/Build-a-Bitch-English-2021-20210513225353-500x500.jpg
32,Blinding Lights,After Hours,The Weeknd,English,https://aac.saavncdn.com/077/178fb5fd6443bd5a448eace275f5fd71_320.mp4,https://c.saavncdn.com/077/After-Hours-English-2020-20200320041958-500x500.jpg
33,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,English,https://aac.saavncdn.com/318/4b855a350b015a6bb096a1b30f8d1a98_320.mp4,https://c.saavncdn.com/318/Friday-Dopamine-Re-Edit--English-2021-20201221170533-500x500.jpg
34,ZITTI E BUONI,Teatro d'ira - Vol. I,Måneskin,English,https://aac.saavncdn.com/047/b990f92d17db47dd0662e4df8c97aaca_320.mp4,https://c.saavncdn.com/047/ZITTI-E-BUONI-Italian-2021-20210303175410-500x500.jpg
